im_path,im_size,im_net_mask,joints
00222.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 562, 120], [1, 554, 93], [2, 550, 59]], [[0, 610, 38], [1, 635, 17], [2, 665, 23]]]]"
00223.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 575, 149], [1, 554, 132], [2, 539, 98]], [[0, 602, 39], [1, 622, 20], [2, 653, 25]]]]"
00224.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 596, 172], [1, 570, 173], [2, 547, 150]], [[0, 589, 55], [1, 603, 32], [2, 631, 20]]]]"
00225.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 628, 184], [1, 606, 201], [2, 579, 187]], [[0, 584, 80], [1, 589, 55], [2, 608, 28]]]]"
00226.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 661, 168], [1, 650, 194], [2, 611, 199]], [[0, 585, 105], [1, 582, 77], [2, 589, 41]]]]"
00227.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 680, 145], [1, 673, 174], [2, 660, 194]], [[0, 602, 135], [1, 588, 112], [2, 570, 83]]]]"
00228.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 693, 107], [1, 686, 136], [2, 683, 172]], [[0, 630, 161], [1, 603, 148], [2, 573, 127]]]]"
00229.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 699, 70], [1, 689, 95], [2, 696, 130]], [[0, 657, 168], [1, 631, 178], [2, 600, 171]]]]"
00230.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 704, 26], [1, 696, 49], [2, 703, 84]], [[0, 685, 163], [1, 673, 190], [2, 634, 185]]]]"
00231.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 692, 25], [1, 693, 50], [2, 704, 86]], [[0, 704, 147], [1, 705, 176], [2, 672, 191]]]]"
00232.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 695, 25], [1, 696, 53], [2, 694, 84]], [[0, 700, 133], [1, 704, 166], [2, 699, 197]]]]"
00233.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 698, 24], [1, 704, 53], [2, 695, 82]], [[0, 692, 116], [1, 699, 146], [2, 700, 179]]]]"
00234.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 700, 25], [1, 700, 52], [2, 697, 84]], [[0, 688, 92], [1, 687, 122], [2, 694, 155]]]]"
00235.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 704, 25], [1, 700, 54], [2, 701, 86]], [[0, 687, 75], [1, 677, 98], [2, 688, 128]]]]"
00236.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 702, 26], [1, 696, 51], [2, 708, 86]], [[0, 677, 51], [1, 677, 77], [2, 686, 106]]]]"
00237.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 703, 24], [1, 698, 50], [2, 707, 86]], [[0, 682, 24], [1, 681, 48], [2, 679, 84]]]]"
00238.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 705, 27], [1, 700, 56], [2, 704, 86]], [[0, 687, 24], [1, 685, 53], [2, 673, 82]]]]"
00249.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 532, 148], [1, 563, 155], [2, 597, 166]], [[0, 545, 218], [1, 572, 223], [2, 603, 236]]]]"
00250.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 492, 128], [1, 520, 143], [2, 553, 153]], [[0, 503, 217], [1, 532, 225], [2, 560, 240]]]]"
00251.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 448, 100], [1, 472, 121], [2, 509, 131]], [[0, 454, 202], [1, 484, 211], [2, 515, 238]]]]"
00252.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 408, 67], [1, 427, 87], [2, 468, 106]], [[0, 408, 167], [1, 435, 184], [2, 472, 211]]]]"
00253.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 362, 39], [1, 387, 59], [2, 418, 80]], [[0, 369, 133], [1, 390, 152], [2, 424, 171]]]]"
00254.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 319, 17], [1, 350, 32], [2, 376, 51]], [[0, 331, 86], [1, 348, 112], [2, 385, 135]]]]"
00255.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 270, 13], [1, 304, 12], [2, 342, 27]], [[0, 300, 46], [1, 312, 65], [2, 339, 92]]]]"
00256.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 244, 13], [1, 273, 9], [2, 308, 19]], [[0, 275, 28], [1, 296, 45], [2, 327, 59]]]]"
00257.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 220, 16], [1, 251, 10], [2, 291, 13]], [[0, 251, 30], [1, 280, 39], [2, 309, 55]]]]"
00267.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 42, 100], [1, 35, 74], [2, 47, 40]], [[0, 27, 167], [1, 33, 141], [2, 42, 112]]]]"
00268.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 31, 197], [1, 38, 166], [2, 47, 131]], [[0, 38, 115], [1, 26, 97], [2, 26, 73]]]]"
00269.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 25, 226], [1, 36, 200], [2, 40, 155]], [[0, 41, 129], [1, 22, 113], [2, 31, 78]]]]"
00270.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 25, 261], [1, 33, 235], [2, 35, 194]], [[0, 46, 138], [1, 30, 123], [2, 37, 83]]]]"
00271.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 40, 301], [1, 31, 270], [2, 23, 239]], [[0, 63, 152], [1, 42, 136], [2, 32, 105]]]]"
00272.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 97, 151], [1, 70, 150], [2, 35, 132]], [[0, 69, 328], [1, 50, 310], [2, 21, 278]]]]"
00273.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 127, 139], [1, 96, 152], [2, 57, 162]], [[0, 91, 330], [1, 62, 327], [2, 33, 306]]]]"
00274.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 154, 114], [1, 134, 139], [2, 108, 170]], [[0, 120, 331], [1, 96, 347], [2, 61, 335]]]]"
00275.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 154, 91], [1, 163, 117], [2, 148, 150]], [[0, 145, 320], [1, 127, 343], [2, 90, 343]]]]"
00276.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 159, 60], [1, 181, 82], [2, 177, 109]], [[0, 163, 291], [1, 154, 324], [2, 123, 342]]]]"
00277.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 136, 32], [1, 159, 35], [2, 179, 62]], [[0, 165, 245], [1, 173, 276], [2, 158, 317]]]]"
00278.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 108, 32], [1, 136, 19], [2, 165, 32]], [[0, 150, 213], [1, 167, 238], [2, 185, 270]]]]"
00279.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 85, 40], [1, 109, 21], [2, 143, 17]], [[0, 123, 197], [1, 150, 209], [2, 181, 215]]]]"
00280.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 69, 61], [1, 91, 36], [2, 123, 12]], [[0, 92, 206], [1, 116, 189], [2, 150, 180]]]]"
00281.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 73, 226], [1, 77, 196], [2, 110, 177]], [[0, 63, 78], [1, 75, 47], [2, 96, 15]]]]"
00282.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 61, 252], [1, 49, 220], [2, 81, 193]], [[0, 60, 95], [1, 60, 62], [2, 70, 26]]]]"
00283.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 71, 282], [1, 46, 265], [2, 54, 227]], [[0, 66, 113], [1, 46, 94], [2, 47, 55]]]]"
00284.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 81, 136], [1, 54, 128], [2, 36, 101]], [[0, 92, 305], [1, 71, 297], [2, 49, 259]]]]"
00285.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 108, 136], [1, 84, 147], [2, 52, 130]], [[0, 125, 306], [1, 103, 309], [2, 58, 295]]]]"
00286.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 150, 143], [1, 121, 145], [2, 88, 138]], [[0, 158, 282], [1, 142, 297], [2, 104, 316]]]]"
00287.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 200, 147], [1, 172, 145], [2, 128, 142]], [[0, 172, 251], [1, 164, 274], [2, 146, 313]]]]"
00288.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 250, 155], [1, 223, 140], [2, 177, 140]], [[0, 165, 210], [1, 176, 241], [2, 184, 282]]]]"
00289.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 302, 157], [1, 275, 139], [2, 236, 146]], [[0, 151, 186], [1, 177, 201], [2, 194, 232]]]]"
00290.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 356, 172], [1, 334, 153], [2, 286, 149]], [[0, 121, 161], [1, 153, 166], [2, 176, 187]]]]"
00291.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 404, 191], [1, 385, 174], [2, 340, 161]], [[0, 82, 135], [1, 110, 138], [2, 138, 159]]]]"
00292.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 445, 222], [1, 418, 203], [2, 386, 174]], [[0, 46, 102], [1, 77, 121], [2, 101, 143]]]]"
00293.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 480, 262], [1, 460, 243], [2, 434, 206]], [[0, 27, 72], [1, 38, 94], [2, 60, 120]]]]"
00294.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 43, 48], [1, 35, 82], [2, 53, 111]], [[0, 503, 307], [1, 485, 278], [2, 476, 243]]]]"
00295.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 505, 351], [1, 511, 318], [2, 499, 281]], [[0, 48, 21], [1, 36, 51], [2, 49, 83]]]]"
00296.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 508, 401], [1, 522, 374], [2, 512, 334]], [[0, 38, 20], [1, 35, 51], [2, 50, 85]]]]"
00297.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 501, 451], [1, 516, 427], [2, 508, 390]], [[0, 28, 21], [1, 35, 47], [2, 47, 79]]]]"
00298.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 30, 18], [1, 35, 47], [2, 38, 78]], [[0, 481, 460], [1, 504, 442], [2, 521, 399]]]]"
00299.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 31, 20], [1, 33, 47], [2, 31, 81]], [[0, 460, 460], [1, 487, 441], [2, 515, 412]]]]"
00300.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 432, 464], [1, 458, 451], [2, 489, 435]], [[0, 35, 24], [1, 31, 47], [2, 27, 85]]]]"
00301.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 387, 464], [1, 412, 460], [2, 449, 453]], [[0, 46, 22], [1, 32, 45], [2, 24, 80]]]]"
00302.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 348, 459], [1, 381, 458], [2, 415, 463]], [[0, 63, 19], [1, 42, 44], [2, 35, 82]]]]"
00303.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 311, 456], [1, 348, 460], [2, 387, 465]], [[0, 80, 18], [1, 54, 36], [2, 41, 68]]]]"
00304.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 98, 20], [1, 65, 33], [2, 43, 59]], [[0, 266, 455], [1, 300, 455], [2, 336, 466]]]]"
00305.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 121, 12], [1, 89, 28], [2, 57, 43]], [[0, 215, 444], [1, 252, 451], [2, 284, 463]]]]"
00306.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 158, 10], [1, 128, 14], [2, 92, 19]], [[0, 161, 428], [1, 189, 440], [2, 223, 447]]]]"
00307.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 104, 405], [1, 134, 423], [2, 170, 426]], [[0, 192, 16], [1, 169, 18], [2, 135, 17]]]]"
00308.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 51, 380], [1, 77, 401], [2, 116, 405]], [[0, 235, 22], [1, 207, 20], [2, 165, 13]]]]"
00309.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 42, 358], [1, 58, 384], [2, 87, 405]], [[0, 283, 28], [1, 250, 20], [2, 218, 19]]]]"
00310.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 335, 54], [1, 308, 37], [2, 269, 25]], [[0, 30, 328], [1, 42, 353], [2, 61, 386]]]]"
00311.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 388, 78], [1, 369, 58], [2, 319, 44]], [[0, 28, 299], [1, 43, 328], [2, 49, 363]]]]"
00312.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 444, 101], [1, 419, 82], [2, 381, 63]], [[0, 26, 266], [1, 37, 294], [2, 36, 329]]]]"
00313.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 502, 131], [1, 476, 116], [2, 441, 89]], [[0, 24, 220], [1, 29, 250], [2, 30, 286]]]]"
00314.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 557, 158], [1, 532, 148], [2, 498, 117]], [[0, 27, 168], [1, 24, 204], [2, 34, 238]]]]"
00315.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 607, 186], [1, 578, 177], [2, 546, 145]], [[0, 31, 128], [1, 26, 157], [2, 31, 191]]]]"
00316.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 654, 216], [1, 621, 204], [2, 595, 171]], [[0, 39, 79], [1, 27, 109], [2, 27, 147]]]]"
00317.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 700, 251], [1, 677, 239], [2, 639, 216]], [[0, 49, 31], [1, 38, 47], [2, 28, 83]]]]"
00318.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 700, 278], [1, 691, 254], [2, 669, 229]], [[0, 57, 21], [1, 46, 39], [2, 30, 73]]]]"
00319.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 692, 313], [1, 691, 288], [2, 675, 250]], [[0, 76, 18], [1, 61, 41], [2, 31, 68]]]]"
00320.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 95, 16], [1, 87, 30], [2, 52, 55]], [[0, 696, 353], [1, 698, 332], [2, 689, 288]]]]"
00321.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 131, 15], [1, 106, 29], [2, 68, 47]], [[0, 697, 394], [1, 696, 373], [2, 699, 335]]]]"
00322.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 699, 440], [1, 693, 420], [2, 704, 383]], [[0, 164, 15], [1, 138, 20], [2, 100, 40]]]]"
00323.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 700, 451], [1, 691, 429], [2, 694, 398]], [[0, 208, 12], [1, 182, 12], [2, 135, 26]]]]"
00324.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 693, 451], [1, 692, 432], [2, 692, 396]], [[0, 240, 13], [1, 215, 13], [2, 171, 23]]]]"
00325.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 691, 452], [1, 693, 430], [2, 691, 395]], [[0, 280, 10], [1, 256, 14], [2, 208, 24]]]]"
00326.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 683, 455], [1, 693, 432], [2, 696, 389]], [[0, 311, 9], [1, 285, 18], [2, 245, 37]]]]"
00327.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 676, 455], [1, 691, 429], [2, 700, 400]], [[0, 335, 11], [1, 308, 29], [2, 273, 36]]]]"
00328.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 664, 454], [1, 677, 436], [2, 698, 404]], [[0, 360, 13], [1, 342, 32], [2, 312, 41]]]]"
00329.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 651, 455], [1, 665, 434], [2, 688, 410]], [[0, 388, 10], [1, 372, 38], [2, 338, 38]]]]"
00330.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 635, 461], [1, 654, 437], [2, 679, 409]], [[0, 419, 9], [1, 411, 35], [2, 365, 42]]]]"
00331.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 622, 459], [1, 636, 439], [2, 659, 405]], [[0, 447, 9], [1, 431, 36], [2, 394, 43]]]]"
00332.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 613, 460], [1, 624, 433], [2, 646, 400]], [[0, 477, 13], [1, 461, 30], [2, 420, 49]]]]"
00333.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 504, 9], [1, 486, 29], [2, 448, 60]], [[0, 610, 454], [1, 615, 425], [2, 633, 401]]]]"
00334.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 518, 10], [1, 503, 38], [2, 472, 64]], [[0, 604, 451], [1, 605, 421], [2, 621, 402]]]]"
00343.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 466, 391], [1, 498, 384], [2, 531, 406]], [[0, 573, 21], [1, 607, 21], [2, 635, 44]]]]"
00344.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 431, 411], [1, 453, 386], [2, 488, 384]], [[0, 558, 15], [1, 588, 13], [2, 624, 30]]]]"
00345.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 404, 447], [1, 414, 413], [2, 443, 384]], [[0, 543, 23], [1, 577, 14], [2, 612, 24]]]]"
00348.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 424, 462], [1, 399, 448], [2, 361, 433]], [[0, 450, 5], [1, 482, 16], [2, 520, 11]]]]"
00349.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 438, 462], [1, 412, 455], [2, 373, 443]], [[0, 418, 11], [1, 450, 19], [2, 484, 11]]]]"
00350.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 382, 5], [1, 406, 16], [2, 447, 6]], [[0, 461, 459], [1, 430, 460], [2, 392, 452]]]]"
00372.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 581, 293], [1, 596, 323], [2, 603, 361]], [[0, 26, 218], [1, 28, 187], [2, 30, 150]]]]"
00373.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 558, 245], [1, 569, 270], [2, 588, 307]], [[0, 26, 259], [1, 31, 228], [2, 29, 193]]]]"
00374.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 545, 202], [1, 556, 232], [2, 574, 272]], [[0, 33, 304], [1, 33, 271], [2, 26, 236]]]]"
00382.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 215, 332], [1, 184, 349], [2, 151, 363]], [[0, 374, 12], [1, 411, 21], [2, 456, 18]]]]"
00383.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 243, 293], [1, 227, 317], [2, 191, 332]], [[0, 338, 4], [1, 361, 13], [2, 405, 14]]]]"
00384.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 254, 243], [1, 251, 273], [2, 231, 316]], [[0, 301, 6], [1, 328, 12], [2, 363, 13]]]]"
00402.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 246, 132], [1, 212, 120], [2, 199, 90]], [[0, 182, 248], [1, 153, 242], [2, 112, 232]]]]"
00403.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 281, 136], [1, 253, 147], [2, 221, 123]], [[0, 218, 266], [1, 186, 261], [2, 147, 253]]]]"
00404.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 266, 277], [1, 236, 277], [2, 193, 264]], [[0, 315, 128], [1, 292, 151], [2, 247, 143]]]]"
00410.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 427, 463], [1, 422, 428], [2, 403, 397]], [[0, 419, 9], [1, 400, 34], [2, 368, 64]]]]"
00411.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 444, 463], [1, 429, 431], [2, 406, 401]], [[0, 446, 9], [1, 423, 25], [2, 390, 42]]]]"
00412.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 464, 461], [1, 446, 444], [2, 413, 407]], [[0, 483, 5], [1, 454, 13], [2, 413, 21]]]]"
00424.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 696, 454], [1, 670, 443], [2, 645, 429]], [[0, 646, 408], [1, 673, 384], [2, 679, 345]]]]"
00425.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 691, 446], [1, 661, 450], [2, 637, 439]], [[0, 620, 431], [1, 648, 413], [2, 668, 378]]]]"
00426.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 594, 451], [1, 617, 432], [2, 654, 404]], [[0, 696, 445], [1, 669, 457], [2, 634, 458]]]]"
00427.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 563, 463], [1, 591, 445], [2, 633, 430]], [[0, 692, 440], [1, 668, 455], [2, 637, 461]]]]"
00428.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 694, 432], [1, 669, 442], [2, 640, 453]], [[0, 531, 460], [1, 559, 450], [2, 604, 448]]]]"
00429.jpg,"[3, 752, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 700, 416], [1, 674, 429], [2, 642, 452]], [[0, 479, 459], [1, 512, 451], [2, 552, 454]]]]"
00433.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 694, 40], [1, 673, 27], [2, 635, 17]], [[0, 687, 301], [1, 687, 326], [2, 694, 369]], [[0, 576, 437], [1, 554, 421], [2, 533, 390]], [[0, 554, 456], [1, 539, 432], [2, 521, 398]], [[0, 71, 449], [1, 79, 422], [2, 87, 384]]]]"
00434.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 694, 52], [1, 672, 40], [2, 643, 20]], [[0, 687, 262], [1, 691, 298], [2, 686, 336]], [[0, 589, 440], [1, 555, 439], [2, 544, 408]], [[0, 546, 455], [1, 534, 432], [2, 520, 397]], [[0, 69, 446], [1, 77, 420], [2, 87, 387]]]]"
00435.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 695, 67], [1, 673, 49], [2, 650, 21]], [[0, 692, 221], [1, 695, 252], [2, 691, 294]], [[0, 609, 447], [1, 579, 454], [2, 556, 432]], [[0, 538, 454], [1, 527, 424], [2, 512, 395]], [[0, 69, 446], [1, 78, 421], [2, 87, 387]]]]"
00436.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 694, 89], [1, 680, 64], [2, 661, 37]], [[0, 695, 191], [1, 694, 219], [2, 687, 258]], [[0, 628, 443], [1, 604, 457], [2, 569, 448]], [[0, 527, 447], [1, 518, 423], [2, 506, 391]], [[0, 65, 447], [1, 78, 417], [2, 86, 390]]]]"
00437.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 687, 111], [1, 688, 84], [2, 667, 50]], [[0, 697, 158], [1, 689, 189], [2, 692, 221]], [[0, 633, 438], [1, 607, 450], [2, 569, 444]], [[0, 517, 445], [1, 508, 413], [2, 501, 384]], [[0, 65, 447], [1, 76, 422], [2, 86, 395]]]]"
00438.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 65, 452], [1, 73, 427], [2, 83, 399]], [[0, 506, 443], [1, 504, 420], [2, 499, 384]], [[0, 654, 433], [1, 631, 440], [2, 591, 454]], [[0, 681, 124], [1, 679, 150], [2, 692, 180]], [[0, 696, 128], [1, 697, 101], [2, 672, 75]]]]"
00439.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 497, 442], [1, 498, 410], [2, 494, 372]], [[0, 65, 452], [1, 71, 422], [2, 82, 399]], [[0, 668, 100], [1, 665, 124], [2, 683, 154]], [[0, 686, 136], [1, 687, 106], [2, 669, 76]], [[0, 676, 434], [1, 649, 435], [2, 618, 454]]]]"
00440.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 494, 440], [1, 492, 409], [2, 493, 366]], [[0, 62, 450], [1, 72, 421], [2, 82, 393]], [[0, 694, 436], [1, 669, 439], [2, 631, 453]], [[0, 672, 164], [1, 684, 139], [2, 676, 95]], [[0, 654, 61], [1, 653, 87], [2, 669, 118]]]]"
00441.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 487, 439], [1, 489, 408], [2, 491, 367]], [[0, 61, 451], [1, 72, 424], [2, 79, 395]], [[0, 686, 438], [1, 666, 443], [2, 633, 454]], [[0, 667, 197], [1, 674, 165], [2, 676, 128]], [[0, 650, 25], [1, 650, 48], [2, 656, 84]]]]"
00442.jpg,"[3, 750, 480]","{'size': [0, 0], 'counts': b''}","[[[[0, 654, 244], [1, 664, 217], [2, 667, 176]], [[0, 650, 21], [1, 649, 49], [2, 645, 88]], [[0, 688, 443], [1, 662, 447], [2, 629, 447]], [[0, 484, 437], [1, 487, 403], [2, 491, 365]], [[0, 55, 439], [1, 76, 418], [2, 81, 387]]]]"
